task_id,difficulty,solved,status,iterations,cost_score,cost_usd,input_tokens,output_tokens,escalated_strong,escalated_human,utility
T064,medium,True,solved,1,1.5,0.011044,139,117,False,False,0.9999
T065,medium,True,solved,1,1.5,0.004949,96,44,False,False,1.0000
T066,medium,True,solved,1,1.5,0.005403,101,49,False,False,0.9999
T067,medium,True,solved,1,1.5,0.006531,111,62,False,False,0.9999
T068,medium,False,test_failed,4,17.0,0.231857,404,257,True,True,-0.0023
T069,medium,True,solved,1,1.5,0.010625,152,108,False,False,0.9999
T070,medium,True,solved,1,1.5,0.007077,101,72,False,False,0.9999
T071,medium,True,solved,1,1.5,0.011407,159,117,False,False,0.9999
T072,medium,True,solved,1,1.5,0.006713,117,63,False,False,0.9999
T073,medium,True,solved,1,1.5,0.013955,167,150,False,False,0.9999
T074,medium,True,solved,1,1.5,0.006204,101,60,False,False,0.9999
T075,medium,True,solved,1,1.5,0.005294,99,48,False,False,0.9999
T076,medium,True,solved,1,1.5,0.008606,129,86,False,False,0.9999
T077,medium,True,solved,1,1.5,0.005695,101,53,False,False,0.9999
T078,medium,True,solved,1,1.5,0.006732,114,64,False,False,0.9999
T079,medium,False,test_failed,4,17.0,0.252659,480,281,True,True,-0.0025
T080,medium,True,solved,1,1.5,0.012408,158,131,False,False,0.9999
T081,medium,True,solved,1,1.5,0.006823,115,65,False,False,0.9999
T082,medium,True,solved,1,1.5,0.007532,114,75,False,False,0.9999
T083,medium,True,solved,1,1.5,0.008587,112,90,False,False,0.9999
T084,medium,True,solved,1,1.5,0.009843,145,99,False,False,0.9999
T085,medium,True,solved,1,1.5,0.009261,129,95,False,False,0.9999
T086,hard,True,solved,1,1.5,0.015246,198,160,False,False,0.9998
T087,hard,True,solved,1,1.5,0.016738,208,178,False,False,0.9998
T088,hard,True,solved,1,1.5,0.010971,147,114,False,False,0.9999
T089,easy,True,solved,1,1.5,0.008096,125,80,False,False,0.9999
T090,hard,True,solved,1,1.5,0.012426,175,127,False,False,0.9999
T091,hard,True,solved,1,1.5,0.012681,169,132,False,False,0.9999
T092,hard,True,solved,1,1.5,0.011517,145,122,False,False,0.9999
T093,hard,True,solved,1,1.5,0.010807,146,112,False,False,0.9999
T094,hard,True,solved,1,1.5,0.024616,281,268,False,False,0.9998
T095,hard,True,solved,1,1.5,0.015774,211,164,False,False,0.9998
T096,hard,True,solved,1,1.5,0.008769,118,91,False,False,0.9999
T097,hard,True,solved,1,1.5,0.023288,280,250,False,False,0.9998
T098,hard,True,solved,1,1.5,0.019904,246,212,False,False,0.9998
T099,easy,True,solved,1,1.5,0.005767,109,52,False,False,0.9999
T100,hard,True,solved,1,1.5,0.010516,154,106,False,False,0.9999
T101,hard,True,solved,1,1.5,0.025563,265,285,False,False,0.9997
T102,hard,True,solved,3,6.5,0.288538,594,487,True,False,0.9971
T103,hard,True,solved,1,1.5,0.005840,113,52,False,False,0.9999
T104,easy,True,solved,1,1.5,0.009679,120,103,False,False,0.9999
T105,hard,True,solved,1,1.5,0.011972,154,126,False,False,0.9999
T106,hard,True,solved,1,1.5,0.010061,153,100,False,False,0.9999
T107,hard,True,solved,1,1.5,0.014610,175,157,False,False,0.9999
T108,hard,True,solved,1,1.5,0.011826,178,118,False,False,0.9999
T109,hard,True,solved,1,1.5,0.024889,252,279,False,False,0.9998
T110,hard,True,solved,1,1.5,0.013718,178,144,False,False,0.9999
T111,hard,True,solved,1,1.5,0.008879,128,90,False,False,0.9999
T112,hard,True,solved,1,1.5,0.033440,382,364,False,False,0.9997
T113,hard,True,solved,3,6.5,0.294021,579,523,True,False,0.9971
T114,hard,True,solved,1,1.5,0.025199,253,283,False,False,0.9997
T115,hard,True,solved,1,1.5,0.027109,230,315,False,False,0.9997
T116,hard,True,solved,3,6.5,0.230801,528,376,True,False,0.9977
T117,hard,True,solved,1,1.5,0.020286,239,219,False,False,0.9998
T118,easy,True,solved,1,1.5,0.005713,126,47,False,False,0.9999
T119,hard,True,solved,3,6.5,0.246473,498,403,True,False,0.9975
T120,hard,True,solved,1,1.5,0.016757,217,176,False,False,0.9998
